51	4384 109 781 3689 1875 1547 3425 2705 2268 3428 
52	2131 1593 3685 2249 4770 2211 4579 3646 4372 2829 
53	3272 4827 355 647 1680 3609 2102 1270 777 936 
54	3155 1747 2807 3870 4758 723 4863 177 3443 3757 
55	1974 26 3192 2693 951 2421 3309 116 2963 2624 
56	2940 2635 1656 469 1050 325 3193 1068 2033 1280 
57	3646 4067 269 3860 2121 3692 1245 4571 3418 1495 
58	4731 3450 4812 4291 3900 434 4646 2487 129 3239 
59	4222 3343 4789 1629 727 306 2807 817 3031 4956 
60	3231 650 4686 1150 266 353 3054 778 2057 870 
61	975 670 2120 4365 2331 1660 267 3367 4323 1905 
62	4982 3970 3653 3796 1843 3788 4073 493 1954 2570 
63	1624 780 3060 2763 3022 3048 2433 424 4352 3246 
64	3011 1180 2468 1084 3519 514 1381 2907 1913 2353 
65	749 4136 1006 3450 3662 1772 2188 3665 2562 177 
66	950 2550 2424 1247 752 3419 2644 2468 2794 2961 
67	3012 4769 395 4164 4105 1540 4452 3515 2104 87 
68	4786 3414 733 1025 377 1419 4213 2785 4965 40 
69	734 1031 247 3107 3450 1693 3578 2668 4423 4111 
70	4553 3801 359 1295 1297 3619 2292 1201 2176 1651 
71	2323 2981 2856 4527 4146 4700 3438 3064 4050 3955 
72	900 4626 3706 756 4696 2869 1521 1218 4460 4402 
73	205 2385 2362 147 4338 3430 4678 698 2791 4060 
74	2291 1076 1914 1625 4496 587 3051 4392 748 3894 
75	4168 2206 140 823 1471 3312 1994 297 2246 90 
76	1893 3068 2076 4987 1031 2807 352 4893 777 2005 
77	2871 3339 1289 1853 3151 739 2197 4155 4664 222 
78	4677 4184 3260 1437 4621 883 2019 2215 161 850 
79	4985 865 1809 2837 1690 325 2976 2943 1596 3590 
80	3341 253 1588 2353 2887 1862 2277 2994 644 4815 
81	3064 117 3233 1680 4397 4986 1300 3621 4594 4122 
82	4225 2480 3571 3549 258 2240 1203 4707 156 1197 
83	1304 1798 4547 436 245 3071 1188 4080 2170 3500 
84	3866 2915 1895 3983 903 2502 1264 355 1961 3609 
85	3438 2209 4509 3934 255 2932 4144 4447 4349 4918 
86	4437 3651 1443 2400 2775 4661 3441 3394 2092 4872 
87	961 1520 4358 3518 3117 1282 4812 3515 89 1506 
88	1926 2495 4177 2560 2744 350 511 2772 2323 3114 
89	3580 4263 383 3295 4767 1814 4341 1335 4987 3849 
90	4092 1509 2370 1980 3228 4007 3887 3911 1878 814 
91	1405 3526 4878 3875 4559 1598 4836 779 4112 2127 
92	2987 3912 2960 1668 1456 1826 4300 4094 3177 78 
93	2212 1330 3120 2716 555 4885 2805 704 1254 4405 
94	4774 566 3656 2348 4261 4980 1555 287 1853 584 
95	2638 4028 583 845 3992 79 505 3595 4663 196 
96	70 74 4141 1456 2766 1779 2950 4270 1596 2770 
97	4515 133 1155 3885 3908 3205 648 2636 3196 839 
98	3651 4351 596 4299 2323 1757 2079 1012 747 2046 
99	4324 43 1591 3465 674 4068 3651 3053 2866 691 
100	4279 3628 2444 1507 2234 740 834 980 551 1059 
101	4235 1561 2040 2596 2194 3393 838 985 3096 4501 
102	2319 3644 2407 1206 4190 4403 4724 4871 4512 4664 
103	1673 418 3485 3437 1715 566 1950 577 2567 4403 
104	63 1479 2622 4424 1675 4124 2614 644 4186 1847 
105	2015 1623 3386 2803 1743 3107 2126 1886 1009 3384 
106	1161 1438 1172 82 3645 4583 1245 1617 2342 2526 
107	489 198 82 3815 1858 2526 2807 1450 3142 3341 
108	4705 4045 3438 2873 780 1783 1746 1141 3596 92 
109	1726 620 4695 2790 1820 191 3498 4214 3425 1909 
110	3318 131 1122 916 1866 557 1146 2193 4245 4214 
111	4174 4041 727 267 608 2512 4113 3178 236 1995 
112	2736 1500 3307 1195 3393 4280 3151 4139 1816 917 
113	1411 4689 4134 1300 341 952 2846 3484 4654 750 
114	656 3757 2694 2370 3332 413 3960 3591 1704 3730 
115	1164 1227 1749 2435 1230 1939 20 4323 3416 2171 
116	465 4041 489 3102 745 133 4622 322 3824 4758 
117	258 449 386 4463 2397 813 4923 2442 22 3725 
118	1204 3282 2446 1474 1316 954 1961 2822 494 160 
119	4584 931 2300 2669 1577 3208 3145 2955 4472 3852 
120	3482 872 853 3665 3577 4249 338 4657 1438 3109 
121	484 2826 868 1002 4374 4016 4224 1729 1686 3102 
122	4486 2162 2337 551 3922 3553 4619 3873 1882 1894 
123	1707 4816 4540 4253 2810 1701 160 2744 493 1038 
124	1887 1708 865 1860 980 292 1232 1341 4899 1459 
125	4932 2782 887 2870 2799 2035 4511 3469 4013 4660 
126	4363 4653 501 2438 3780 249 2133 1347 4857 1916 
127	1190 1385 3480 4597 368 3987 1830 3533 467 3486 
128	3640 1450 1596 902 536 4365 3995 1828 4408 3830 
129	2287 1395 2811 4382 4906 4547 765 1713 2920 1336 
130	1276 3999 909 2630 4816 1901 3855 2695 2663 4172 
131	2895 3220 3975 4615 2193 2736 1593 904 2669 1643 
132	4239 3207 4336 2194 3607 4103 3700 4866 931 4315 
133	976 4138 3046 3822 4228 1921 2145 285 1477 4205 
134	1232 746 4052 3476 4375 4413 4625 1349 3545 327 
135	1977 1066 1332 972 4560 4293 4059 2113 2551 4548 
136	2414 1735 3612 3593 3781 4307 3500 4396 1753 4186 
137	3211 1388 4945 2610 1582 1516 1585 1648 1250 2624 
138	1591 721 2474 2505 4809 2148 150 3557 2830 3068 
139	488 3131 4933 1392 2616 951 1993 4196 1244 3368 
140	2632 2460 4647 9 3943 3822 4797 263 3808 2969 
141	2783 1720 2173 4315 207 3812 4700 2798 370 811 
142	279 2581 2626 115 2085 2896 3162 2766 1937 2261 
143	4763 368 46 4518 3750 400 4327 3397 4585 4768 
144	876 4544 4717 496 2775 3420 4288 3009 1352 1760 
145	1995 3751 822 3044 997 4961 1064 1407 1531 627 
146	1157 3290 742 2354 587 1959 1560 753 449 2830 
147	2014 2575 863 4111 3844 1385 3557 4675 2971 3688 
148	999 1103 2431 4227 2255 948 3914 1348 4730 1558 
149	3107 4035 4412 4730 1270 4164 4980 127 579 673 
150	595 1074 3433 4127 3843 1109 886 3160 2756 1564 
151	1554 4461 1622 3343 711 1197 1990 2895 2550 442 
152	3008 3165 2927 4811 4747 4259 2343 3934 2945 1167 
153	4744 3863 1280 421 4369 1405 922 4705 2369 1815 
154	2566 185 2728 1295 4688 4428 387 4879 2246 4515 
155	4894 2574 605 1880 2150 2806 3381 796 3062 2745 
156	3646 1118 2869 2513 2521 1734 2721 1740 1548 3207 
157	762 4783 2055 4657 298 3413 2955 30 3348 3596 
158	1535 4603 2030 1312 834 475 934 4823 2137 2111 
159	939 4058 509 4011 2144 1330 3806 431 4922 2022 
160	3701 310 3035 4963 4154 1156 939 4070 62 331 
161	4572 2157 321 2969 1101 1783 431 1126 2599 4467 
162	1629 2236 1869 2871 2342 1471 2944 2552 2845 2779 
163	4088 3365 709 952 3576 4597 1825 2231 2592 3106 
164	1108 1927 2999 4401 3435 459 3196 4895 2668 1302 
165	2419 359 1276 4302 1459 4713 1331 1100 2301 3743 
166	3228 4229 1228 4569 1808 3991 1536 3248 3725 1351 
167	3246 4501 3582 3301 346 3083 3817 1953 1514 208 
168	932 1993 4568 235 2637 2143 1888 1769 3305 153 
169	510 1101 3209 1876 2402 3561 1790 769 4096 1729 
170	475 2363 2315 988 1144 1081 2811 3590 912 2195 
171	502 668 1441 1967 1142 2129 3458 1511 9 382 
172	2661 4587 4113 2119 551 641 2434 2857 1309 2742 
173	1201 973 2505 1130 4946 4944 2764 3321 2295 471 
174	1583 598 759 94 1075 3104 1343 4187 3939 2434 
175	1195 20 3003 639 814 3251 1085 1263 4622 4962 
176	4498 2097 2849 249 3509 4084 929 1045 3113 60 
177	2348 1264 187 3929 571 292 389 692 1184 567 
178	2149 4157 2727 858 244 3962 2321 1266 3731 4710 
179	4021 4302 1869 3858 2492 4795 819 553 195 1216 
180	2349 109 1522 2369 4597 164 2483 3062 1256 2182 
181	4220 2697 2261 2164 3305 14 2187 4452 3704 2428 
182	4738 1368 374 64 1952 4197 2181 214 1066 4494 
183	3908 4711 3485 132 4639 127 2046 3641 446 3026 
184	1871 2836 2111 141 2804 1404 1609 4795 4527 3268 
185	842 752 4753 3194 4296 73 4929 4431 4250 414 
186	4235 4135 1448 1469 1721 1971 4577 1793 1516 1625 
187	2329 1330 1778 1723 309 732 1675 292 1984 3645 
188	3329 1198 4386 1925 2023 3925 1694 1599 4428 1809 
189	4925 2766 1205 1698 94 980 3102 2761 426 3512 
190	110 3423 1857 3104 1012 3810 2846 4621 741 3403 
191	1098 2192 3212 2766 128 4002 240 3884 4447 3539 
192	3077 679 2188 3288 1101 2259 4100 817 4376 2153 
193	3029 1138 3480 598 2640 338 2872 4668 4640 2942 
194	3925 2230 1136 4727 1966 446 2 435 1280 1681 
195	1460 1539 2411 56 4915 1224 3191 4890 4383 2318 
196	1015 207 3088 1629 127 1855 452 600 2115 332 
197	2073 2390 2183 2385 1030 1623 4140 238 4194 4794 
198	4831 590 3164 4668 2124 777 227 4584 2589 619 
199	4653 4744 2150 4067 1941 2186 2777 2543 939 2794 
200	1167 3706 2254 2775 4712 522 3101 136 1842 2436 
201	718 2198 1479 4670 281 895 2929 4447 3393 4704 
202	1788 952 4819 1600 2739 2648 3784 3482 307 3333 
203	1444 2571 4468 1676 3854 3360 3461 2846 2550 4606 
204	892 410 875 2429 3496 905 644 336 1163 655 
205	3555 4017 736 1594 3973 845 3816 954 762 992 
206	4218 2965 4285 3961 2573 2402 4989 4374 568 1843 
207	2828 3992 1866 732 3485 668 692 353 1934 3578 
208	114 4 3889 2683 2639 4144 1970 1727 3532 1602 
209	3422 3319 4601 1402 256 2159 4364 4188 2785 4297 
210	1274 4438 974 2825 1371 3497 3851 2312 3451 1962 
211	3088 2933 3180 2099 3228 785 2217 4678 4542 3000 
212	2633 3964 4146 309 3236 2638 1059 4604 2745 4754 
213	1177 4376 2421 676 2140 1195 4857 3961 2650 1741 
214	738 3336 4946 2264 1610 4904 908 71 641 1176 
215	2590 4998 2922 4391 3982 2597 1109 4418 2885 686 
216	4068 3925 2822 4326 3640 1326 3791 1188 1207 691 
217	4149 4800 4620 815 4162 1011 4400 2429 2434 4879 
218	4872 4483 292 1458 2890 3303 1152 1918 1679 3376 
219	3843 3560 899 3527 784 4086 1185 3494 3423 636 
220	3031 3913 3542 1749 1064 3313 1027 893 512 4311 
221	1355 2749 1585 1414 2872 4154 861 1199 325 2332 
222	2829 2502 45 3528 2796 3809 3825 1341 2010 534 
223	4250 4576 2788 3782 1581 2018 255 1604 2037 1317 
224	3953 1281 181 1151 4316 1259 3006 3211 663 4674 
225	3179 1495 2572 2474 1534 2907 4480 4270 3892 3792 
226	2038 3411 1701 2522 4202 703 962 46 3161 4634 
227	478 3335 4175 1477 60 4297 877 4054 3121 3050 
228	1052 3800 3761 3525 4993 4206 1858 3102 4770 1805 
229	4527 1755 1005 1337 2018 1422 1799 4517 2520 3457 
230	732 1330 1923 3842 2897 2584 310 3627 3397 3331 
231	556 1782 3517 4522 1179 4945 146 3390 3428 4005 
232	1218 3947 378 3777 4454 983 132 4404 2121 2256 
233	64 571 4619 3244 1378 3810 1503 3874 4302 3008 
234	2116 4416 2764 209 3063 1010 4702 877 1845 2962 
235	3994 66 4245 706 1346 2556 527 1184 2659 3897 
236	3651 2124 1110 1844 1243 392 1533 2059 4076 2796 
237	43 1588 4701 4939 4099 4227 3291 139 3782 1107 
238	4202 47 3486 372 1361 1956 3288 4897 1202 4663 
239	1336 415 2205 4510 2746 3557 2988 4582 4409 2172 
240	151 2631 1583 4773 908 3312 4081 3931 4385 1284 
241	2183 4996 2984 854 4904 3336 2760 3459 2924 1359 
242	2894 715 712 3522 3058 4828 1563 1704 1573 269 
243	3559 2523 2338 977 4405 2604 2970 579 3850 3486 
244	3291 83 2911 2620 4555 3712 2311 1394 3834 4603 
245	1099 618 1716 3644 4863 4310 696 3325 4061 995 
246	4912 1936 162 3024 3895 1440 4093 771 530 206 
247	3542 3349 1021 1223 1404 1615 670 4439 4525 2240 
248	1301 4731 4724 4990 3268 470 3670 3019 4554 468 
249	1642 3196 445 3999 1398 4045 3653 680 1981 2569 
250	4322 2179 131 860 1613 2496 344 3626 1446 587 
251	585 177 3144 436 4955 4194 3079 1407 3093 4731 
252	3689 2160 1469 71 1943 4995 3678 847 2542 1963 
253	3032 3282 2296 4999 3436 4908 988 2768 442 4357 
254	4818 1224 1833 3167 2332 4578 4027 2802 450 1727 
255	1377 2274 2462 762 2668 320 4548 1017 3535 1233 
256	1204 2628 1092 4552 1669 3247 890 1196 3917 4163 
257	1302 771 4197 3445 1562 694 3933 4235 1266 962 
258	42 1420 2600 483 2638 3741 3314 4992 1217 2422 
259	4845 2335 1205 3207 3077 953 7 4578 4093 4438 
260	2230 4656 4315 2330 2754 2927 1728 2912 1931 1722 
261	4680 1358 936 2510 3845 2822 1073 2013 2856 149 
262	3119 1804 1979 1509 1845 1914 33 1275 4489 1015 
263	1585 2793 3828 1209 339 913 644 2098 2968 2793 
264	2222 4950 4548 1226 2251 313 2590 4131 817 644 
265	3824 697 4101 1036 73 3095 1943 3361 2126 4393 
266	4543 4888 1588 3806 700 4556 1173 573 305 4739 
267	860 1534 2638 316 1506 875 3154 3854 4786 3036 
268	4380 4338 2611 4153 1731 2205 130 1589 70 4644 
269	2507 599 251 3950 2277 4208 2997 1651 2612 1161 
270	3600 3881 1195 1556 1816 554 414 3751 4714 4546 
271	4797 588 3901 3609 2239 3338 1950 2489 2688 2344 
272	2814 1916 4964 3287 2948 423 4370 1665 1723 3496 
273	2227 3611 4285 860 4571 2332 4995 4544 4303 1868 
274	4109 2030 1932 119 1974 1798 3011 765 2898 4511 
275	4125 160 2921 3763 1755 670 1216 3666 3845 2876 
276	4552 2335 2912 4836 3662 4980 702 3518 4992 4581 
277	2950 1070 3712 3689 586 147 3594 4139 4017 3650 
278	4752 3482 1538 4227 528 3025 624 3564 2663 4046 
279	4968 670 2478 4555 2899 3497 3062 4770 3806 1197 
280	2622 2408 87 221 14 1337 1461 2810 841 926 
281	213 3675 4973 842 4232 3448 2953 4242 957 4279 
282	1795 69 614 3803 1025 2913 339 539 2848 1019 
283	4973 1025 4840 4966 608 287 4081 4929 4070 3677 
284	2699 3399 222 1189 1197 1407 1075 3783 4947 4474 
285	1736 4696 835 342 3830 4721 1936 4522 1536 2101 
286	3679 3217 4453 874 3787 1768 4231 2624 4188 1825 
287	4175 2378 4966 58 3743 317 4961 570 4783 542 
288	4167 487 2124 1053 334 3494 3530 3999 4610 1060 
289	1726 4228 4097 4522 3519 4011 4372 1834 3369 3316 
290	416 3926 1210 2333 3941 3496 4629 4214 2850 3417 
291	1648 2863 2717 643 3380 2903 2483 2114 2269 831 
292	3000 4576 1852 1426 622 60 1208 4915 3654 2953 
293	141 1702 2416 3137 4373 657 323 3017 1001 4962 
294	1103 4696 2721 1556 1964 1554 2222 4468 316 3123 
295	166 4404 1748 4735 1717 298 651 691 88 316 
296	1961 26 1994 598 2330 228 3329 1652 3303 1003 
297	1458 1487 2489 4000 2012 4224 2370 1822 2125 4566 
298	3159 4588 4556 3825 2839 2414 4928 3596 303 172 
299	1640 4289 1571 2696 3715 2479 2984 997 2024 34 
300	3449 1619 4547 2514 672 2107 553 1549 3330 1306 
301	2351 1539 3256 2468 969 4677 3579 1890 2556 3434 
302	4675 1601 467 4656 386 2260 549 2312 3505 2095 
303	4785 1665 261 298 232 830 1909 1457 2313 3139 
304	2559 1748 869 2747 686 4209 4475 3498 2601 1784 
305	1893 3797 4206 262 480 1067 4670 650 4297 1739 
306	2875 938 2144 4100 2845 2276 2544 1589 1397 4627 
307	3317 4750 890 1200 1473 3212 2598 290 161 1012 
308	3026 4048 2807 2426 2149 322 3854 3582 4518 3738 
309	4872 3342 1680 1128 3419 4037 510 619 3809 3653 
310	1032 1701 2551 4753 1690 3607 597 573 1467 3192 
311	505 4479 2608 1190 3885 3230 3196 3305 4859 4164 
312	4118 4449 3770 777 3328 2637 2274 4705 324 1811 
313	1431 4678 2431 792 4461 3101 1893 3045 4727 3647 
314	2089 153 4474 3124 3091 1098 4102 3499 4262 1731 
315	2017 4147 170 4100 1921 4241 169 209 699 1601 
316	3768 4396 3876 3223 478 3704 2136 1063 3903 697 
317	3942 1049 2710 3380 228 3697 4956 1377 4817 1747 
318	557 4497 4996 2820 980 1014 3268 4127 1936 2368 
319	3137 422 2364 4803 2022 1982 1801 707 4737 502 
320	632 2272 3126 1339 3871 1930 397 488 3392 4978 
321	4348 1259 4670 137 4111 2298 2290 2654 3788 2043 
322	1714 3622 3704 4293 3027 1706 360 396 130 4718 
323	207 861 3500 2535 1599 303 451 2842 524 1499 
324	2447 1156 4176 3557 4721 4886 2483 366 3654 1356 
325	2028 4984 1490 788 4865 2816 3339 4009 27 424 
326	1577 2722 3344 2207 1029 224 2046 1270 3019 4910 
327	4195 2421 2164 2805 1069 3786 459 4093 4009 4004 
328	3744 1619 652 647 4131 4336 1315 4928 1135 2942 
329	3109 563 1063 4551 2882 2675 2195 2808 1389 887 
330	945 3053 312 4025 2644 4712 179 523 405 2770 
331	1724 1107 3688 4452 3159 1231 2530 1869 3524 1952 
332	4644 915 4913 2225 3816 4206 4658 4413 3933 892 
333	2276 2757 3435 2926 588 4686 1022 644 930 1024 
334	570 1960 1571 1639 2609 4669 489 4532 1850 4365 
335	514 2125 2852 1685 4427 3001 1945 758 4136 4841 
336	3631 3631 502 3870 1157 4840 173 492 4111 3736 
337	4287 1976 1493 3627 1208 4357 3240 3928 134 885 
338	4704 788 2678 4154 2175 1929 3702 2154 3656 2679 
339	2716 1569 2974 514 1250 925 2704 3441 4200 2685 
340	4814 1616 1389 2995 3307 659 4243 214 2910 3720 
341	4442 1778 3982 2262 3721 554 96 4449 1447 4474 
342	3629 4025 4560 4092 389 3072 3443 4359 3970 2806 
343	893 4756 444 2105 626 942 3526 4012 4521 828 
344	4505 4485 2768 480 277 4237 1927 4007 233 1802 
345	550 4375 3128 650 3084 2818 84 4356 2733 1514 
346	4191 987 1484 2810 2199 2487 195 1231 318 1349 
347	906 1834 1663 2460 2467 3442 2074 4805 3899 4532 
348	3742 4634 3417 3494 12 3699 288 2949 3907 910 
349	473 4619 3585 3923 1670 4962 3292 220 585 1291 
350	2249 1534 3572 4559 1016 341 1416 4587 4751 3052 
351	773 247 4811 4813 2695 2428 205 1236 73 4541 
352	4313 2209 564 2090 2335 3383 3403 1819 3276 648 
353	2934 4776 1936 2141 1653 1800 2467 2069 3549 1559 
354	3867 1477 4774 4877 1253 3738 1972 1911 178 1958 
355	1063 1095 2220 4330 4343 3364 2675 105 3489 4395 
356	3792 3354 56 2790 4839 642 2043 665 3806 638 
357	4424 3052 2316 4217 612 4979 1959 436 2675 3033 
358	1487 4227 198 819 2916 4419 4767 1537 3561 2816 
359	2673 4143 1662 2781 3808 1755 1991 407 2434 739 
360	3148 4688 3480 3460 995 2016 916 4902 4145 956 
361	3754 227 2766 1516 4087 4267 4061 220 1397 217 
362	2724 312 144 3417 3015 2277 3457 1943 3192 4959 
363	582 2832 1242 1352 600 2596 4518 1814 3310 3136 
364	3793 1986 1654 1509 4976 3177 4227 935 4936 3783 
365	4125 172 1185 4772 1991 3575 3559 727 3050 3257 
366	248 2628 3578 2977 3290 3379 3692 367 2181 862 
367	450 3779 1757 2354 875 2882 1550 2440 3213 2205 
368	597 3584 2696 3284 2861 2757 3309 917 3695 2437 
369	1262 4211 4393 2372 2961 2063 2785 1572 4337 1374 
370	1230 3716 819 67 3663 466 2733 4151 4918 1880 
371	1222 4368 2977 1448 4037 4633 2636 767 38 999 
372	4329 2253 1244 4875 3739 1440 4907 4261 3704 2103 
373	728 138 2381 797 3397 925 4045 3456 1091 944 
374	3098 2755 810 4097 632 4355 2038 988 209 4753 
375	1226 1649 3310 2073 4130 3663 3299 2240 4299 4387 
376	1814 770 2299 4844 2536 302 2752 691 1571 1585 
377	1566 1619 325 2029 92 8 2307 2849 2575 4195 
378	4396 3157 661 4809 1530 895 4333 1028 2569 2722 
379	3761 2725 4011 930 1616 1943 2297 2792 696 1663 
380	2355 3100 4589 333 4606 2611 2521 1642 3947 4929 
381	4649 2148 2848 4468 1862 2617 944 2197 0 1460 
382	2477 2480 2537 72 369 1105 2355 760 3146 3011 
383	1834 4669 3149 2218 3207 1893 26 3968 2998 1898 
384	832 1638 4981 3658 226 2342 207 1735 2398 4651 
385	3479 4197 184 556 84 158 2531 2024 535 1379 
386	3832 428 2832 3366 3137 3188 2882 2231 4241 2081 
387	4738 1679 1485 2484 606 2975 4687 1109 945 2936 
388	664 2509 1897 281 4298 935 3016 2477 3127 1779 
389	2767 153 3960 1251 1051 1961 419 4681 1882 1989 
390	1323 3595 1393 154 881 475 3675 4902 4201 3938 
391	4439 2011 1085 818 3198 2133 2711 2405 1507 3956 
392	4035 3524 3870 2688 1295 4802 2556 4363 4784 4330 
393	465 2018 3859 191 364 2943 4678 2975 4085 2081 
394	1112 1468 159 3894 3948 4449 4810 673 3900 3980 
395	3045 4965 1593 3957 4891 2910 4628 4044 2323 1147 
396	976 371 4576 1625 3468 825 2229 2318 67 4177 
397	4255 2336 4456 1423 2433 3666 2391 3268 3583 2918 
398	4222 3558 2141 3807 2676 1499 770 1856 3468 474 
399	3718 2315 2348 974 4257 264 939 1814 2528 4929 
400	3692 2503 2424 2263 193 4896 2758 983 4446 2728 
401	358 1686 415 690 130 3497 2379 459 3448 3609 
402	909 4433 4244 799 2800 2524 707 2506 2876 4183 
403	2042 2617 4506 4605 727 1256 4150 4804 4002 1933 
404	3092 4916 4405 868 3120 1362 2768 2245 3791 1144 
405	736 2634 2546 1670 3442 287 2170 4884 4380 2060 
406	268 4921 4162 4278 2822 983 4803 4562 2665 3683 
407	3785 4945 968 3115 3947 2783 4948 4815 4637 1838 
408	3983 3868 1550 1164 3192 2898 408 350 4744 1420 
409	4055 1912 1232 4499 265 1790 3722 543 4176 2590 
410	2972 3218 3761 4110 3529 3268 1840 1308 3975 630 
411	2409 650 430 555 1350 1310 4166 2997 1183 2682 
412	2822 858 4641 2729 2500 1653 4550 120 4191 3100 
413	299 4400 754 4175 4870 1444 184 252 3958 244 
414	3298 1908 3703 1459 4601 456 1655 1267 2869 4232 
415	1422 3661 2970 4822 2791 3095 2233 4069 3416 3355 
416	3602 2723 1108 1010 212 2934 1859 1340 3591 4839 
417	4446 3698 1439 4523 1086 4633 2114 4917 2791 2011 
418	1873 3619 1896 546 4777 383 1904 429 2448 330 
419	3168 2473 4274 3 3855 450 264 439 1111 2657 
420	2827 1590 2627 1615 3215 539 2205 2561 4542 3539 
421	2081 440 4752 3858 4415 3055 1337 614 4013 4834 
422	1110 946 1067 4332 3226 4261 4264 2384 1034 4856 
423	3096 3032 510 2566 4877 4293 3200 4077 4329 154 
424	4958 3668 2594 3304 2896 4146 2682 1754 1665 1139 
425	3879 2443 3135 2356 4872 4662 4606 2195 3464 1813 
426	3712 1637 2220 4339 1301 4064 2076 666 1587 2499 
427	1689 4710 3402 1919 3576 4036 1233 1925 4271 3712 
428	1819 1955 245 1435 1706 4182 3577 4940 527 3370 
429	4177 3119 1051 4232 3736 1468 701 1788 1797 458 
430	1807 1144 4220 4614 18 399 3961 3460 1461 385 
431	1097 75 338 571 2587 2718 2945 4639 3004 3941 
432	3725 4856 1766 1014 4105 4561 2306 1316 556 4595 
433	1637 1065 4550 1747 1194 780 3713 4548 912 4568 
434	536 2726 253 2267 1407 2069 3881 2476 3272 3046 
435	2375 2526 3914 3281 525 3426 142 588 1661 1090 
436	3786 577 3172 1279 3061 2559 3758 1980 4997 772 
437	3494 1111 2150 2179 3183 2197 83 4804 805 4938 
438	2786 3905 3677 3001 2690 4318 4403 733 3086 4736 
439	868 759 1405 4059 3043 772 1400 3023 1381 413 
440	3036 3008 1962 1675 4499 4159 5 3633 861 4319 
441	2634 1451 3839 3753 2065 939 3244 1781 1678 1219 
442	1156 3190 2246 1912 3678 798 3376 4434 1158 1253 
443	4129 4040 4930 64 374 488 3070 2688 1105 3458 
444	1496 864 4951 1656 1946 522 2238 2045 557 4795 
445	730 2549 2274 1547 3454 2603 1451 2593 167 1945 
446	722 330 2663 3540 2227 665 4784 363 4998 4737 
447	2346 2882 4186 2983 4454 4690 2500 4385 3887 410 
448	499 4923 715 2312 893 2474 3286 4310 1408 1334 
449	4876 1134 1078 4300 4417 2003 2720 2563 1837 4487 
450	1111 169 603 4457 4025 2599 4767 386 1818 366 
451	2956 4940 282 1498 4951 4084 2514 4655 1153 378 
